"cls_final","subject_name","V1","V2"
"cls_res502","Computer Science",NA,NA
"cls_res505","Computer Science",84.4862212367184,212.606515894039
"cls_res512","Physics and Astronomy",58.8480204088081,213.490094613784
"cls_res515",NA,NA,NA
"cls_res517",NA,NA,NA
"cls_res520","Computer Science",78.8967195556728,199.659844920936
"cls_res522","Engineering",93.1889448799207,210.621420568109
"cls_res53","Medicine",117.487632308312,161.726679702603
"cls_res542","Agricultural and Biological Sciences",128.820290807687,220.81579829506
"cls_res544",NA,110.402190647307,181.373194791575
"cls_res55","Biochemistry, Genetics and Molecular Biology",144.873913670359,184.003442695746
"cls_res550","Medicine",96.5039969824232,182.662947619624
"cls_res556",NA,92.0905294699516,206.949342552111
"cls_res560","Nursing",140.63312675293,156.253892394238
"cls_res572",NA,70.6471072063915,218.047991195631
"cls_res580","Medicine",157.291328189835,176.911385615073
"cls_res584","Computer Science",NA,NA
"cls_res585","Computer Science",76.6860302319881,244.067203855225
"cls_res59","Social Sciences",92.9323534324484,159.876832901796
"cls_res592",NA,126.676358170676,176.67485516156
"cls_res598","Chemistry",158.443313404944,202.010821265326
"cls_res623","Social Sciences",64.7071828512483,201.409508888249
"cls_res625","Business, Management and Accounting",88.9562704218099,196.093500545528
"cls_res63","Energy",77.3391979369338,233.012515065087
"cls_res64","Environmental Science",140.774735871994,243.046089434107
"cls_res641","Medicine",141.704900118043,168.490395567079
"cls_res642","Medicine",126.698170881574,165.25899297265
"cls_res651","Medicine",171.258061561081,223.253742738671
"cls_res655","Medicine",124.700949857003,219.545361654889
"cls_res656","Energy",130.873343930499,256.456172865896
"cls_res658",NA,159.460187068241,189.157664441239
"cls_res66","Computer Science",87.9482378883143,187.698819607389
"cls_res660","Mathematics",81.0718678639079,216.793026098313
"cls_res673",NA,61.5592126458836,174.531408724193
"cls_res68","Physics and Astronomy",106.586264741053,225.636431119134
"cls_res685","Medicine",145.47619985461,180.663810104653
"cls_res688",NA,130.643621341983,168.126844680879
"cls_res71","Engineering",131.523481886966,251.080706067476
"cls_res714",NA,NA,NA
"cls_res72","Agricultural and Biological Sciences",108.645676279563,174.784632356555
"cls_res723","Energy",NA,NA
"cls_res73","Computer Science",104.182232777991,202.798448866249
"cls_res738","Agricultural and Biological Sciences",75.5510939187285,183.106651084125
"cls_res74","Biochemistry, Genetics and Molecular Biology",139.331248644049,185.613227526869
"cls_res75","Medicine",157.999362203864,225.582545117798
"cls_res80",NA,122.375161738177,241.854861321729
"cls_res83","Biochemistry, Genetics and Molecular Biology",132.836969651231,199.582856917313
"cls_res85","Chemistry",125.882636398114,161.237039926303
"cls_res86","Chemistry",162.560484892542,243.543794548548
"cls_res89","Engineering",NA,NA
"cls_res9","Materials Science",128.961218539759,210.025079622114
"cls_res91",NA,91.0174136516236,203.936450696898
"cls_res92","Engineering",NA,NA
"cls_res94","Engineering",120.752205225378,257.568805712352
"cls_res96","Materials Science",140.467003824752,252.131718161334
"cls_res98","Computer Science",92.2199779727402,217.094778546601
